UMAP1,UMAP2,CellType,Group
-14.1131042256533,-31.8725085446154,effectortcells,RD
-14.3441745125578,-32.055375378439,effectortcells,RD
-14.5740975616733,-32.1013445280149,effectortcells,RD
-14.7014886546738,-32.2477080293398,effectortcells,RD
-14.9424575954807,-32.3206424423206,effectortcells,RD
-15.1483736756385,-32.3221979058466,effectortcells,RD
-15.2260460415401,-32.5739872534139,effectortcells,RD
-15.3287848835107,-32.6911305880779,effectortcells,RD
-15.4823532371361,-32.7318400610756,effectortcells,RD
-15.5820377567192,-32.8477387350141,effectortcells,RD
-15.58436750709,-33.0812606853168,effectortcells,RD
-15.93838637938,-32.9912138162428,effectortcells,RD
-15.9183607567026,-33.1734040089642,effectortcells,RD
-15.847911912282,-33.4285106955868,effectortcells,RD
